,region,hour,region_hour_mean,region_hour_std,day_of_week,region_dow_mean,region_dow_std
4576,27,5,14.536363636363637,7.027249340376529,5,25.225260416666668,11.4601531732118
4577,27,5,14.536363636363637,7.027249340376529,6,24.475260416666668,11.036831189073721
4578,27,6,26.236363636363638,10.298669748497911,0,19.877604166666668,11.736041657353546
4579,27,6,26.236363636363638,10.298669748497911,1,19.45703125,12.649552920517909
4580,27,6,26.236363636363638,10.298669748497911,2,19.873972602739727,12.277339553067112
4581,27,6,26.236363636363638,10.298669748497911,3,20.46577380952381,12.96189605442857
4582,27,6,26.236363636363638,10.298669748497911,4,27.053385416666668,16.50280728352541
4583,27,6,26.236363636363638,10.298669748497911,5,25.225260416666668,11.4601531732118
4584,27,6,26.236363636363638,10.298669748497911,6,24.475260416666668,11.036831189073721
4585,27,7,42.81818181818182,17.92535604592511,0,19.877604166666668,11.736041657353546
4586,27,7,42.81818181818182,17.92535604592511,1,19.45703125,12.649552920517909
4587,27,7,42.81818181818182,17.92535604592511,2,19.873972602739727,12.277339553067112
4588,27,7,42.81818181818182,17.92535604592511,3,20.46577380952381,12.96189605442857
4589,27,7,42.81818181818182,17.92535604592511,4,27.053385416666668,16.50280728352541
4590,27,7,42.81818181818182,17.92535604592511,5,25.225260416666668,11.4601531732118
4591,27,7,42.81818181818182,17.92535604592511,6,24.475260416666668,11.036831189073721
4592,27,8,34.71363636363636,13.421335004082948,0,19.877604166666668,11.736041657353546
4593,27,8,34.71363636363636,13.421335004082948,1,19.45703125,12.649552920517909
4594,27,8,34.71363636363636,13.421335004082948,2,19.873972602739727,12.277339553067112
4595,27,8,34.71363636363636,13.421335004082948,3,20.46577380952381,12.96189605442857
4596,27,8,34.71363636363636,13.421335004082948,4,27.053385416666668,16.50280728352541
4597,27,8,34.71363636363636,13.421335004082948,5,25.225260416666668,11.4601531732118
4598,27,8,34.71363636363636,13.421335004082948,6,24.475260416666668,11.036831189073721
4599,27,9,23.436363636363637,10.69504837650773,0,19.877604166666668,11.736041657353546
4600,27,9,23.436363636363637,10.69504837650773,1,19.45703125,12.649552920517909
4601,27,9,23.436363636363637,10.69504837650773,2,19.873972602739727,12.277339553067112
4602,27,9,23.436363636363637,10.69504837650773,3,20.46577380952381,12.96189605442857
4603,27,9,23.436363636363637,10.69504837650773,4,27.053385416666668,16.50280728352541
4604,27,9,23.436363636363637,10.69504837650773,5,25.225260416666668,11.4601531732118
4605,27,9,23.436363636363637,10.69504837650773,6,24.475260416666668,11.036831189073721
4606,27,10,20.154545454545456,11.283548750069045,0,19.877604166666668,11.736041657353546
4607,27,10,20.154545454545456,11.283548750069045,1,19.45703125,12.649552920517909
4608,27,10,20.154545454545456,11.283548750069045,2,19.873972602739727,12.277339553067112
4609,27,10,20.154545454545456,11.283548750069045,3,20.46577380952381,12.96189605442857
4610,27,10,20.154545454545456,11.283548750069045,4,27.053385416666668,16.50280728352541
4611,27,10,20.154545454545456,11.283548750069045,5,25.225260416666668,11.4601531732118
4612,27,10,20.154545454545456,11.283548750069045,6,24.475260416666668,11.036831189073721
4613,27,11,19.854545454545455,9.965086416134557,0,19.877604166666668,11.736041657353546
4614,27,11,19.854545454545455,9.965086416134557,1,19.45703125,12.649552920517909
4615,27,11,19.854545454545455,9.965086416134557,2,19.873972602739727,12.277339553067112
4616,27,11,19.854545454545455,9.965086416134557,3,20.46577380952381,12.96189605442857
4617,27,11,19.854545454545455,9.965086416134557,4,27.053385416666668,16.50280728352541
4618,27,11,19.854545454545455,9.965086416134557,5,25.225260416666668,11.4601531732118
4619,27,11,19.854545454545455,9.965086416134557,6,24.475260416666668,11.036831189073721
4620,27,12,22.827272727272728,9.357300366750588,0,19.877604166666668,11.736041657353546
4621,27,12,22.827272727272728,9.357300366750588,1,19.45703125,12.649552920517909
4622,27,12,22.827272727272728,9.357300366750588,2,19.873972602739727,12.277339553067112
4623,27,12,22.827272727272728,9.357300366750588,3,20.46577380952381,12.96189605442857
4624,27,12,22.827272727272728,9.357300366750588,4,27.053385416666668,16.50280728352541
4625,27,12,22.827272727272728,9.357300366750588,5,25.225260416666668,11.4601531732118
